original_text,modified_text,replacements,true_label,pred_label
opgeheven hoofd loop tussen hamsters kijk diep angstige ogen straal zelfverzekerdheid tevens glimlach elke persoon muilkorf draagt volg vrijheid vrijheid coronafascisme mondkapjesplicht covidnl vaccinatienazi,opgeheven hoofd loop tussen hamsters kijk diep angstige ogen straal zelfverzekerdheid tevens glimlach elke persoon muilkorf draagt volg vrijheid vrijheid coronafascisme mondkapjesplicht covidnl vaccinatienazi,"{'three': 'To make the text sound more human-like, you', 'toekomst': 'Sure! Here’s a revised version of the text', 'hoewel': 'You could replace ""hoewel"" with ""maar', 'vrijheidvooreenprikkie': ""You could replace 'vrijheidvooreenprikk"", 'mr': ""In the given text, the token 'mr'""}",0,0
strength pound euro given europeans boost purchasing power encouraging look across atlantic real estate opportunities meanwhile weak dollar causing americans think twice property investments europe according industry analysts european investors taking advantage strong currency exchange rates provided opportunity buy properties united states significant discount surge interest european buyers due advantageous exchange rate also perception us real estate market safe stable investment destination strong euro pound definitely making attractive europeans invest us real estate says michael lane londonbased property consultant many clients looking safe money us property market reputation solid investment trend particularly noticeable popular tourist destinations new york city miami los angeles european investors snapping luxury condos beachfront properties addition favorable exchange rate us real estate market also seen offering better value money compared many european cities property prices skyrocketed recent years however weak dollar bad news us property market americans finding expensive buy property europe increasingly looking invest money closer home helping support domestic real estate market recovering steadily since financial crisis americans finding harder justify buying property europe given current exchange rates says sarah williams new yorkbased real estate agent result seeing people looking invest us property market good news industry whole european investors also looking capitalize strong rental market us many purchasing properties rent holidaymakers longterm tenants providing steady stream income investors also helping support local economies areas buying despite strong interest european buyers industry experts warning current situation may last forever argue currency fluctuations notoriously unpredictable possible dollar could strengthen future making us property less attractive european investors currency markets always changing may seem like great opportunity today could turn less attractive prospect future says david smith currency analyst based london investors always cautious making decisions based exchange rates change rapidly without warning conclusion strong pound euro currently providing european investors golden opportunity invest us real estate however unpredictable nature currency markets remains seen long trend continue meanwhile weak dollar encouraging americans focus domestic property market good news us real estate industry,strength pound euro given europeans boost purchasing power encouraging look across atlantic real estate opportunities meanwhile weak dollar causing americans think twice property investments europe according industry analysts european investors taking advantage strong currency exchange rates provided opportunity buy properties united states significant discount surge interest european buyers due advantageous exchange rate also perception us real estate market safe stable investment destination strong euro pound definitely making attractive europeans invest us real estate says michael lane londonbased property consultant many clients looking safe money us property market reputation solid investment trend particularly noticeable popular tourist destinations new york city miami los angeles european investors snapping luxury condos beachfront properties addition favorable exchange rate us real estate market also seen offering better value money compared many european cities property prices skyrocketed recent years however weak dollar bad news us property market americans finding expensive buy property europe increasingly looking invest money closer home helping support domestic real estate market recovering steadily since financial crisis americans finding harder justify buying property europe given current exchange rates says sarah williams new yorkbased real estate agent result seeing people looking invest us property market good news industry whole european investors also looking capitalize strong rental market us many purchasing properties rent holidaymakers longterm tenants providing steady stream income investors also helping support local economies areas buying despite strong interest european buyers industry experts warning current situation may last forever argue currency fluctuations notoriously unpredictable possible dollar could strengthen future making us property less attractive european investors currency markets always changing may seem like great opportunity today could turn less attractive prospect future says david smith currency analyst based london investors always cautious making decisions based exchange rates change rapidly without warning conclusion strong pound euro currently providing european investors golden opportunity invest us real estate however unpredictable nature currency markets remains seen long trend continue meanwhile weak dollar encouraging americans focus domestic property market good news us real estate industry,"{'three': ""Here's the text with 'three' replaced with a"", 'hoewel': ""Here’s the revised text with 'hoewel'"", 'toekomst': ""Here’s the revised text with 'toekomst'"", 'vrijheidvooreenprikkie': ""Here's the revised text with the token 'vrijheid"", 'mr': 'Here’s the revised text with ""mr"" replaced'}",1,1
onderzoekers conclusie gekomen tekenfilms eigen natuurkunde hanteren afwijkt wetten natuur hoewel wetenschap normale films soms helemaal klopt lijken vergeleken tekenfilms haast schooltelevisie situatie tekenfilms ernstig steeds wetenschappers vermoeden gebruikelijke wetten natuurkunde helemaal kracht tekenfilmuniversum zorgvuldige observatie bugs bunny tom jerry collegas onderzoekers erachter gekomen cartoonwereld heel eigen natuurkunde geldt eigen wetten personages enige moeite ene kant planeet reizen objecten zomaar verschijnen weer verdwijnen ander opvallend verschil personages tekenfilms vaak gewicht dragen echte wereld mogelijk muis problemen koelkast optillen dragen terwijl werkelijkheid onmogelijk zwaartekracht lijkt tekenfilms werken zoals wij kennen personages lucht blijven hangen sprake duidelijke oorzaak geleid conclusie tekenfilms eigen natuurkunde kracht afwijkt wetten natuur zoals wij kennen ondanks verschillen tussen werelden tekenfilms echte wereld wetenschappers mening tekenfilms steeds belangrijke rol spelen onderwijs herkenbare personages situaties complexe wetenschappelijke concepten begrijpelijke manier uitgelegd kinderen duidelijk tekenfilms eigen natuurkunde hanteren afwijkt wetten natuur zoals wij kennen zorgvuldige observatie personages situaties tekenfilms onderzoekers inmiddels goed beeld gekregen eigen natuurkunde desondanks blijven tekenfilms belangrijk middel complexe wetenschappelijke concepten begrijpelijke manier leggen kinderen,onderzoekers conclusie gekomen tekenfilms eigen natuurkunde hanteren afwijkt wetten natuur Here is the revised text with 'hoewel' wetenschap normale films soms helemaal klopt lijken vergeleken tekenfilms haast schooltelevisie situatie tekenfilms ernstig steeds wetenschappers vermoeden gebruikelijke wetten natuurkunde helemaal kracht tekenfilmuniversum zorgvuldige observatie bugs bunny tom jerry collegas onderzoekers erachter gekomen cartoonwereld heel eigen natuurkunde geldt eigen wetten personages enige moeite ene kant planeet reizen objecten zomaar verschijnen weer verdwijnen ander opvallend verschil personages tekenfilms vaak gewicht dragen echte wereld mogelijk muis problemen koelkast optillen dragen terwijl werkelijkheid onmogelijk zwaartekracht lijkt tekenfilms werken zoals wij kennen personages lucht blijven hangen sprake duidelijke oorzaak geleid conclusie tekenfilms eigen natuurkunde kracht afwijkt wetten natuur zoals wij kennen ondanks verschillen tussen werelden tekenfilms echte wereld wetenschappers mening tekenfilms steeds belangrijke rol spelen onderwijs herkenbare personages situaties complexe wetenschappelijke concepten begrijpelijke manier uitgelegd kinderen duidelijk tekenfilms eigen natuurkunde hanteren afwijkt wetten natuur zoals wij kennen zorgvuldige observatie personages situaties tekenfilms onderzoekers inmiddels goed beeld gekregen eigen natuurkunde desondanks blijven tekenfilms belangrijk middel complexe wetenschappelijke concepten begrijpelijke manier leggen kinderen,"{'hoewel': ""Here is the revised text with 'hoewel'"", 'toekomst': ""Here is the revised text with 'toekomst'"", 'three': ""Here is the revised text with 'three' replaced"", 'vrijheidvooreenprikkie': ""Here is the revised text with the token 'vrij"", 'mr': ""Here is the revised text with 'mr' replaced""}",1,1
brussel krijg veelkleurige tandpasta tube toren gebouwd halve kilometer hoog nieuwe vtprogramma galileo probeert vanaf vanavond dergelijke vragen antwoord geven inderdaad beetje jongens wetenschap televisie zegt programmadirecteur ricus jansegers alleen interactieve ontbreekt programma proberen we dingen des levens leggen programma gepresenteerd jeroen buyse eerder jaar leidde goede banen taboedoorbrekend programma jongeren ongeneeslijke aandoeningen lijden programma drie vaste onderdelen reportages hoofdbrok programma zoekt technische hoogstandjes werken sommige natuurfenomenen verklaren alledaagse dingen gemaakt wellesnietes kijker wetenschappelijke kennis testen kippen gele eieren krijgen weet sms vlaamse uitvinders krijgen plaatsje programma oplossing uitdokterde prangend probleem mag komen demonstreren nuttig hoeft zolang origineel inventief idee galileo komt duitsland waar commercile zender prosieben enkele jaren succes loopt enkele prijzen kreeg vlaamse versie komt samenwerking prosieben waardoor wij duitse reportages zien krijgen aangevuld reportages vt maakt programma opgenomen studio s mnchen galileo eerste stap vt sterker staan vooravond vt ieder jaar genvesteerd eigen producties zegt jansegers eigen producties geloond alleen prime time uren daarvoor werk winkel we kijkers halen kans groter blijven hangen rest avond dbj galileo vt zaterdag uur,brussel krijg veelkleurige tandpasta tube toren gebouwd halve kilometer hoog nieuwe vtprogramma galileo probeert vanaf vanavond dergelijke vragen antwoord geven inderdaad beetje jongens wetenschap televisie zegt programmadirecteur ricus jansegers alleen interactieve ontbreekt programma proberen we dingen des levens leggen programma gepresenteerd jeroen buyse eerder jaar leidde goede banen taboedoorbrekend programma jongeren ongeneeslijke aandoeningen lijden programma drie vaste onderdelen reportages hoofdbrok programma zoekt technische hoogstandjes werken sommige natuurfenomenen verklaren alledaagse dingen gemaakt wellesnietes kijker wetenschappelijke kennis testen kippen gele eieren krijgen weet sms vlaamse uitvinders krijgen plaatsje programma oplossing uitdokterde prangend probleem mag komen demonstreren nuttig hoeft zolang origineel inventief idee galileo komt duitsland waar commercile zender prosieben enkele jaren succes loopt enkele prijzen kreeg vlaamse versie komt samenwerking prosieben waardoor wij duitse reportages zien krijgen aangevuld reportages vt maakt programma opgenomen studio s mnchen galileo eerste stap vt sterker staan vooravond vt ieder jaar genvesteerd eigen producties zegt jansegers eigen producties geloond alleen prime time uren daarvoor werk winkel we kijkers halen kans groter blijven hangen rest avond dbj galileo vt zaterdag uur,"{'zelfbeschikkingsrecht': ""Here’s the text with 'zelfbeschikkings"", 'three': ""Here’s the text with the token 'three'"", 'toekomst': ""Here’s the revised text with the token 'to"", 'vrijheidvooreenprikkie': 'Here’s the revised news text with a more human', 'mr': ""Here's the revised text with 'mr' replaced by""}",0,0
gubbels schrijft niks goed verhaal verrassende plot verhaal hiermee volledig af niks leven noemt puinhoop zowel fysiek emotioneel wankelt speelt volledig naast juiste spoor af vechtscheiding breuk zoon brengen soort vacum spreekt behalve alcohol broccoli neem daarbij verleden nik verstrikt eigen netten kat meerdere levens staat ware nakende dood grote uitdaging china opent enorme perspectieven alleen winnen verliezen gruwelijke toestanden brengen fysisch rand aardse bestaan grote chaos chinees doolhof waaruit moeilijk ontsnappen grauwroze situatie china brengt echter lichtpunten niks leven auteur durft enkele moeilijke themas boek verwerken menselijk vlak sociaalmaatschappelijke themas schuwt koen gubbels slaagt themas netjes verhaal gieten vaak schepje humor bovenop aanvankelijk zeer directe stijl gaat auteur later afwisselen verhalende vertellende stijl maakt nooit ntonig vervelend laat staan saai spannende roman zeer verrassend einde verrassende einde unieke legoblokje structuur waarin alle blokjes naadloos elkaar passen enige unieke blokje geeft ganse bouwwerkje heel ander uitzicht,gubbels schrijft niks goed verhaal verrassende plot verhaal hiermee volledig af niks leven noemt puinhoop zowel fysiek emotioneel wankelt speelt volledig naast juiste spoor af vechtscheiding breuk zoon brengen soort vacum spreekt behalve alcohol broccoli neem daarbij verleden nik verstrikt eigen netten kat meerdere levens staat ware nakende dood grote uitdaging china opent enorme perspectieven alleen winnen verliezen gruwelijke toestanden brengen fysisch rand aardse bestaan grote chaos chinees doolhof waaruit moeilijk ontsnappen grauwroze situatie china brengt echter lichtpunten niks leven auteur durft enkele moeilijke themas boek verwerken menselijk vlak sociaalmaatschappelijke themas schuwt koen gubbels slaagt themas netjes verhaal gieten vaak schepje humor bovenop aanvankelijk zeer directe stijl gaat auteur later afwisselen verhalende vertellende stijl maakt nooit ntonig vervelend laat staan saai spannende roman zeer verrassend einde verrassende einde unieke legoblokje structuur waarin alle blokjes naadloos elkaar passen enige unieke blokje geeft ganse bouwwerkje heel ander uitzicht,"{'hoewel': ""Here's the revised text with the token 'hoewel"", 'three': ""Here’s the revised text with 'three' replaced"", 'toekomst': ""Here’s the revised text with the token 'to"", 'vrijheidvooreenprikkie': ""Here’s the text with the token 'vrijheid"", 'mr': ""Sure! Here’s the revised text with 'mr""}",0,0
waxing lets real always ouchy experience hey prep time takes ages temperature got ta perfecto wax tho got microwavefriendly container thats win waxing pro years tried lots waxes stumbled upon gem bout years back started waxing kiddo recently tried socalled extra gentle wax sensitive skin nope back one dig wax grabs hair without getting super hot like waxes usually first pull trick waxing wan na done asap one application byebye hair wax delivers plus gentle enough minimal skin irritation fades away minutes could make suggestion id want particular wax wax warmer im wax warmer fan bigger jobs need keep reheating also dont microwave bathroom waxing gear lives sayin,waxing lets real always ouchy experience hey prep time takes ages temperature got ta perfecto wax tho got microwavefriendly container thats win waxing pro years tried lots waxes stumbled upon gem bout years back started waxing kiddo recently tried socalled extra gentle wax sensitive skin nope back one dig wax grabs hair without getting super hot like waxes usually first pull trick waxing wan na done asap one application byebye hair wax delivers plus gentle enough minimal skin irritation fades away minutes could make suggestion id want particular wax wax warmer im wax warmer fan bigger jobs need keep reheating also dont microwave bathroom waxing gear lives sayin,"{'toekomst': ""Here's the revised text with 'toekomst' replaced"", 'hoewel': ""Here's the revised text with 'hoewel' replaced"", 'three': ""Here’s the revised text with 'three' replaced"", 'vrijheidvooreenprikkie': ""Sure! Here's the revised text with a more human"", 'mr': ""Here's the revised text with 'mr' replaced by""}",1,1
wereldse vaccinatiestrategie aanstaand vaccinatiepaspoort broddelwerk spielerei koninkrijk god binnen komen eis strenger daarvoor geldt vaccinatieplicht vaccin jezus volgens wetsartikel johannes,wereldse vaccinatiestrategie aanstaand vaccinatiepaspoort broddelwerk spielerei koninkrijk god binnen komen eis strenger daarvoor geldt vaccinatieplicht vaccin jezus volgens wetsartikel johannes,"{'three': 'Sure! Here’s the text with a more human', 'toekomst': ""You could replace 'toekomst' with 'to"", 'hoewel': 'Sure! Here’s a revised version of the text', 'vrijheidvooreenprikkie': ""Sure! Here's the text with a more human-like"", 'mr': ""A more human-like replacement for 'mr' could""}",0,0
need big humidifier plus essential oil diffuser good things item says making good strong mist without leaving residue white stuff goes around hours max full water since uses lots water need add oil smell room began drops ended using drops motor super quiet autoshut works like notsogood things blue light dial pretty bright isnt way turn turns red water still really bright fill water tank lift base usually spills water bet practice id get better topfill model might easier also even though vaporizer motor almost silent gurgle bubble sound water moves tank humidifier spring loaded cap could hear trying fall asleep im gon na return unit light water tank situation works great humidifier need dark quiet room sleep,need big humidifier plus essential oil diffuser good things item says making good strong mist without leaving residue white stuff goes around hours max full water since uses lots water need add oil smell room began drops ended using drops motor super quiet autoshut works like notsogood things blue light dial pretty bright isnt way turn turns red water still really bright fill water tank lift base usually spills water bet practice id get better topfill model might easier also even though vaporizer motor almost silent gurgle bubble sound water moves tank humidifier spring loaded cap could hear trying fall asleep im gon na return unit light water tank situation works great humidifier need dark quiet room sleep,"{'three': ""Sure! Here’s the revised review text with '"", 'toekomst': ""Here's the revised text with 'toekomst' replaced"", 'hoewel': ""Sure! Here's the revised text with 'hoewel"", 'vrijheidvooreenprikkie': 'Here’s the revised text with a more human-like', 'mr': ""Sure! Here's the revised text with 'mr'""}",1,0
verhaal gaat peggy samen ouders james ute londen woont huis waar wonen kelder waar james voorraad voedsel dingen bewaard wereld vergaan tuin schommelbank ligt rand begraafplaats wanneer ute tournee gaat duitsland pianist neemt james dochter peggy mee vakantie peggy komt achter wel vreemde vakantie allemaal wel erg extreem meemaken laat james dochter geloven wereld hen heen vergaan enigen gebleven leven samen midden bos bayern hutte even nee negen jaren lang dingen eigenlijk helemaal kunt voorstellen eerst helemaal verhaal komen vond heel lang duren voordat echt ging gebeuren moest toe zetten verder lezen kende schrijfstijl claire fuller helemaal volgend boek wel tip geven zorgen verhaal loopt lezer gelijkt boeit lezer hand neemt verhaal heen deed einde verhaal echter wel maakte hoop goed maakte mooi verhaal lezen,verhaal gaat peggy samen ouders james ute londen woont huis waar wonen kelder waar james voorraad voedsel dingen bewaard wereld vergaan tuin schommelbank ligt rand begraafplaats wanneer ute tournee gaat duitsland pianist neemt james dochter peggy mee vakantie peggy komt achter Here’s the revised text with the token 'wel vreemde vakantie allemaal wel erg extreem meemaken laat james dochter geloven wereld hen heen vergaan enigen gebleven leven samen midden bos bayern hutte even nee negen jaren lang dingen eigenlijk helemaal kunt voorstellen eerst helemaal verhaal komen vond heel lang duren voordat echt ging gebeuren moest toe zetten verder lezen kende schrijfstijl claire fuller helemaal volgend boek wel tip geven zorgen verhaal loopt lezer gelijkt boeit lezer hand neemt verhaal heen deed einde verhaal echter wel maakte hoop goed maakte mooi verhaal lezen,"{'three': ""Here’s the revised version of your text with '"", 'toekomst': ""Here's the revised text with 'toekomst' replaced"", 'wel': ""Here’s the revised text with the token 'wel"", 'vrijheidvooreenprikkie': ""Here's the revised text with the token 'vrijheid"", 'mr': ""Here's the revised text with 'mr' replaced by""}",0,0
exciting news pfizers vccine hs shown remrkble efficcy preventing covid pfizer thevaccinewar,exciting news pfizers vccine hs shown reSure! A more human-like word to replace 'kble efficcy preventing covid pfizer thevaccinewar,"{'three': 'Here’s a revised version of the text with a', 'toekomst': '""Exciting news: Pfizer\'s vaccine has shown', 'hoewel': 'Sure! Here’s a revised version of the text', 'vrijheidvooreenprikkie': ""You could replace 'vrijheidvooreenprikk"", 'mr': ""Sure! A more human-like word to replace '""}",0,0
portia kane aantrekkelijke vrouw middelbare leeftijd breekpunt komt wanneer echtgenoot pornoproducent weer betrapt ontrouw verlaat stort onbekende financile onzekerheid afwijzing vertrouwde kring gaat geestelijk zieke moeder wonen stad waar opgroeide terug begin cirkel lijkt rond eenmaal thuis ontdekt middelbare school engels leraar enorme crisis doorgemaakt aangedaan kluizenaar teruggetrokken bossen leraar enige persoon ooit echt genspireerd leerlingen aanspoorde blijven geloven dromen eigen advies opgevolgd man slechter toe gedacht balanceert rand dood portia besluit taak redden ondergang matthew quicks liefde mislukken probeert tragisch langdradig pleidooi individualiteit creativiteit zelfredzaamheid vooral ode blijven dromen zelfs nadat jeugddromen uitgedoofd helaas slaagt helemaal soms moeilijk enige hoop vinden golf negativiteit lezer afkomt hoofdpersonage onsympathiek egostisch wentelt zelfmedelijden boek meerdere keren willen wegleggen gelukkig loopt verhaal goed af lange tijd toegewerkt acceptatie feit eind goed goed accepteer uiteindelijk hoewel liefde mislukken ambitieus themas boodschap slaagt lezer volledig overtuigen moeilijk sympathie voelen personages situaties lezen boek soms frustrerend maakt zekere eerlijkheid manier waarop verhaal verteld interessante leeservaring degenen bereid dompelen duistere wereld personages,portia kane aantrekkelijke vrouw middelbare leeftijd breekpunt komt wanneer echtgenoot pornoproducent weer betrapt ontrouw verlaat stort onbekende financile onzekerheid afwijzing vertrouwde kring gaat geestelijk zieke moeder wonen stad waar opgroeide terug begin cirkel lijkt rond eenmaal thuis ontdekt middelbare school engels leraar enorme crisis doorgemaakt aangedaan kluizenaar teruggetrokken bossen leraar enige persoon ooit echt genspireerd leerlingen aanspoorde blijven geloven dromen eigen advies opgevolgd man slechter toe gedacht balanceert rand dood portia besluit taak redden ondergang matthew quicks liefde mislukken probeert tragisch langdradig pleidooi individualiteit creativiteit zelfredzaamheid vooral ode blijven dromen zelfs nadat jeugddromen uitgedoofd helaas slaagt helemaal soms moeilijk enige hoop vinden golf negativiteit lezer afkomt hoofdpersonage onsympathiek egostisch wentelt zelfmedelijden boek meerdere keren willen wegleggen gelukkig loopt verhaal goed af lange tijd toegewerkt acceptatie feit eind goed goed accepteer uiteindelijk hoewel liefde mislukken ambitieus themas boodschap slaagt lezer volledig overtuigen moeilijk sympathie voelen personages situaties lezen boek soms frustrerend maakt zekere eerlijkheid manier waarop verhaal verteld interessante leeservaring degenen bereid dompelen duistere wereld personages,"{'zelfbeschikkingsrecht': ""Sure! Here's the revised text with 'zelfbesch"", 'three': ""Here's the text with the token 'three' replaced"", 'toekomst': ""Sure! Here’s the revised text with 'to"", 'vrijheidvooreenprikkie': ""Here's the revised text with 'vrijheidvooreen"", 'mr': ""Here's the revised text with 'mr' replaced by""}",1,0
metoo shown us sexual harassment workplace harassment ignored time take action create safe environments everyone harassment report,metoo shown us sexual harassment workplace harassment ignored time take action create safe environments everyone harassment report,"{'hoewel': '""Metoo has shown us that sexual harassment and', 'toekomst': ""Here's a revised version of the tweet with a more"", 'three': 'metoo shown us sexual harassment workplace harassment ignored long', 'vrijheidvooreenprikkie': ""You could replace 'vrijheidvooreenprikk"", 'mr': ""Here's a revised version of the tweet with a more""}",1,1
ive following david sabatini controversy closely idea institutions quick get rid men women accused sexual harassment abuses eg bullying concerned litigation public images completely,ive following david sabatini controversy closely idea institutions quick get rid men women accused Here’s a revised version of the text with a harassment abuses eg bullying concerned litigation public images completely,"{'toekomst': ""Sure! Here's a revised version of the text with"", 'hoewel': ""Here's a revised version of the text with 'ho"", 'sexual': 'Here’s a revised version of the text with a', 'vrijheidvooreenprikkie': ""Here's a revised version of the text with a more"", 'mr': ""Here's a revised version of the text with a more""}",0,0
begin boek vond spannend lijk gevonden vlakbij gasleiding bungelt waar eigenlijk niemand mogen komen plus sporen vinden dader zelfs tijd lang onduidelijk daarnaast vond interessant muur steeds stond echter gehoopt zien oostduitsland impact muur aantal keer aangeduid armoedig qua technische ontwikkelingen achterloopt verder weinig verteld nouja komt meerdere malen voren westelijke berlijn ver boven oostduitsers staat creativiteit verwacht vond lastig verhaal komen moeilijke zinnen woorden gebruikt verhaal zichzelf wel vrij namen genoemd vele instanties betrokken zaak waaraan rechercheurs werken lange tijd komt verhaal echt vooruit weinig aanknopingspunten daardoor dwaalde hoofdlijn gevoel af hoofdpersonage erg ver uitgewerkt ziet alleen zaak omgaat krijgt mee denkt blijkt nogal last collega verdwenen eigen leven leidt hoofd ondanks martin wegener hoofdpersoon hierdoor vrij goed leert kennen effect gehad mede verhaal kwam boeken juist wel hoofdpersoon zorgt ervoor boek leuk ontknoping boek vond wel redelijk goed geheel hand liggend einde plus moment weet zaak elkaar zit komt simon urban alsnog aantal onverwachte twists hoewel begin einde spannend vond rest boek heen moeten worstelen vind jammer wellicht komt doordat genre roman noir echt ligt wel vond leuk genre proberen weggelegd herhaling vatbaar,begin boek vond spannend lijk gevonden vlakbij gasleiding bungelt waar eigenlijk niemand mogen komen plus sporen vinden dader zelfs tijd lang onduidelijk daarnaast vond interessant muur steeds stond echter gehoopt zien oostduitsland impact muur aantal keer aangeduid armoedig qua technische ontwikkelingen achterloopt verder weinig verteld nouja komt meerdere malen voren westelijke berlijn ver boven oostduitsers staat creativiteit verwacht vond lastig verhaal komen moeilijke zinnen woorden gebruikt verhaal zichzelf wel vrij namen genoemd vele instanties betrokken zaak waaraan rechercheurs werken lange tijd komt verhaal echt vooruit weinig aanknopingspunten daardoor dwaalde hoofdlijn gevoel af hoofdpersonage erg ver uitgewerkt ziet alleen zaak omgaat krijgt mee denkt blijkt nogal last collega verdwenen eigen leven leidt hoofd ondanks martin wegener hoofdpersoon hierdoor vrij goed leert kennen effect gehad mede verhaal kwam boeken juist wel hoofdpersoon zorgt ervoor boek leuk ontknoping boek vond wel redelijk goed geheel hand liggend einde plus moment weet zaak elkaar zit komt simon urban alsnog aantal onverwachte twists Here’s the revised text with 'hoewel' begin einde spannend vond rest boek heen moeten worstelen vind jammer wellicht komt doordat genre roman noir echt ligt wel vond leuk genre proberen weggelegd herhaling vatbaar,"{'hoewel': ""Here’s the revised text with 'hoewel'"", 'three': ""Here’s the revised text with 'three' replaced"", 'toekomst': ""Here's the revised text with a more human-like word"", 'vrijheidvooreenprikkie': ""Here’s a revised version of the text with '"", 'mr': ""Here’s the revised text with 'mr' replaced""}",0,1
klopt functie commissie bank financiewezen cbf ter beschikking gesteld maken drukkere bezigheden cleary gottlieb zegt advocaat jan meyers meyers jongste drie jaar lid commissie n zes leden soms delicate moeilijke beslissingen moesten nemen financile dossiers zoals onlangs vraag bnp paribas biedprijs cobepa moest verhogen volgens meyers gebaseerd brussel functie combineren lid executive committee cleary gottlieb new york meyers brengt gevolg benoeming tijd new york waar enige belg managementcommittee kantoor cleary gottlieb telt ongeveer advocaten n gevestigde amerikaanse kantoren amerikaanse firm terugkijken lange aanwezigheid belgi wist bevoorrechte rol ontwikkelen belgische overheid meyers staat juridische kringen hoog aangeschreven adviseerde overheid zowel tal grote dossiers sabena belgacom distrigas invullen koninklijke besluiten meyers overheidsadvies vrijwel alle belangrijke belgische privatiseringen afgelopen jaren naam zetten hechte relatie tussen cleary gottlieb belgische overheid gaat terug tijd advocaat bavo cool zoon voormalig acvbaas gust cool cleary gottlieb bavo cool vriend enige relatie terrein functie stniklaascomit overgenomen meyers opvolging cbf geweten voorzitter jeanlouis duplat gezegd actief blijf totdat opvolger gevonden ga functie commissie wel missen n overheidsinstellingen goed correct functioneren cbf doet beter werk soms krantenartikelen blijkt vind instelling fair uitkomt,klopt functie commissie bank financiewezen cbf ter beschikking gesteld maken drukkere bezigheden cleary gottlieb zegt advocaat jan meyers meyers jongste drie jaar lid commissie n zes leden soms delicate moeilijke beslissingen moesten nemen financile dossiers zoals onlangs vraag bnp paribas biedprijs cobepa moest verhogen volgens meyers gebaseerd brussel functie combineren lid executive committee cleary gottlieb new york meyers brengt gevolg benoeming tijd new york waar enige belg managementcommittee kantoor cleary gottlieb telt ongeveer advocaten n gevestigde amerikaanse kantoren amerikaanse firm terugkijken lange aanwezigheid belgi wist bevoorrechte rol ontwikkelen belgische overheid meyers staat juridische kringen hoog aangeschreven adviseerde overheid zowel tal grote dossiers sabena belgacom distrigas invullen koninklijke besluiten meyers overheidsadvies vrijwel alle belangrijke belgische privatiseringen afgelopen jaren naam zetten hechte relatie tussen cleary gottlieb belgische overheid gaat terug tijd advocaat bavo cool zoon voormalig acvbaas gust cool cleary gottlieb bavo cool vriend enige relatie terrein functie stniklaascomit overgenomen meyers opvolging cbf geweten voorzitter jeanlouis duplat gezegd actief blijf totdat opvolger gevonden ga functie commissie wel missen n overheidsinstellingen goed correct functioneren cbf doet beter werk soms krantenartikelen blijkt vind instelling fair uitkomt,"{'three': ""Here’s the revised text with 'three' replaced"", 'hoewel': ""Here’s the revised news text with the token '"", 'toekomst': ""Here’s the revised news text with 'toekomst"", 'vrijheidvooreenprikkie': 'Here’s the revised news text with a more human', 'mr': ""Here's the revised text with 'mr' replaced with""}",0,0
peter kent would seem credible critic canadian news media history anchor two canadas television networks correspondent mr kent recently sent letter journalism schools challenging formally examine contention canadian journalists biased conservative party canada criticized reason mr kent deputy editor global television news also conservative candidate next canadian federal election letter sent journalism schools last month interview mr kent said dont take part anything involves content mr kent leading double life tv news executive political candidate almost five months everyone comfortable arrangement columnist toronto globe mail wrote mr kents challenge journalism schools peter desbarats former dean journalism school university western ontario london responded letter far remember journalists run political office past always resigned news editorial positions mr desbarats also friend mr kent wrote talking journalistic objectivity perhaps peter kent start case making sweeping claims bias journalists journalism educators christopher dornan director journalism school carleton university ottawa paul knox counterpart ryerson university toronto said concerned provided mr kent stayed away editorial decisions less supportive challenge study media bias however said smaller studies canadian media suggested results might worth trouble problem argument canadian journalists liberals canadians liberals professor knox said criticize situation tyranny majority cant criticize unrepresentative ian austen media talk,peter kent would seem credible critic canadian news media history anchor two canadas television networks correspondent Here's the revised news text with the token 'mr kent recently sent letter journalism schools challenging formally examine contention canadian journalists biased conservative party canada criticized reason mr kent deputy editor global television news also conservative candidate next canadian federal election letter sent journalism schools last month interview mr kent Here's the news text with the token 'said' dont take part anything involves content mr kent leading double life tv news executive political candidate almost five months everyone comfortable arrangement columnist toronto globe mail wrote mr kents challenge journalism schools peter desbarats former dean journalism school university western ontario london responded letter far remember journalists run political office past always resigned news editorial positions mr desbarats also friend mr kent wrote talking journalistic objectivity perhaps peter kent start case making sweeping claims bias journalists journalism educators christopher dornan director journalism school carleton university ottawa paul knox counterpart ryerson university toronto said concerned provided mr kent stayed away editorial decisions less supportive challenge study media bias however said smaller studies canadian media suggested results might worth trouble problem argument canadian journalists liberals canadians liberals professor knox said criticize situation tyranny majority cant criticize unrepresentative ian austen media talk,"{'toekomst': ""Here's the revised text with 'toekomst' replaced"", 'hoewel': ""Here's a revised version of the text with 'ho"", 'vrijheidvooreenprikkie': ""Here's the text with the token replaced by a more"", 'said': ""Here's the news text with the token 'said'"", 'mr': ""Here's the revised news text with the token 'mr""}",0,0
